"MEDIA_ID","MEDIA_NAME","CNT","TIME","TIME_TICK","FPOGX","FPOGY","FPOGS","FPOGD","FPOGID","FPOGV","BPOGX","BPOGY","BPOGV","CX","CY","CS","KB","KBS","USER","LPCX","LPCY","LPD","LPS","LPV","RPCX","RPCY","RPD","RPS","RPV","BKID","BKDUR","BKPMIN","LPMM","LPMMV","RPMM","RPMMV","DIAL","DIALV","GSR","GSR_US","GSR_US_TONIC","GSR_US_PHASIC","GSRV","HR","HRV","HRP","IBI","TTL0","TTL1","TTL2","TTL3","TTL4","TTL5","TTL6","TTLV","PIXS","PIXV","AOI","SACCADE_MAG","SACCADE_DIR","VID_FRAME","participant_id","task_order","interface_complexity","feedback_clarity","synthetic_scenario"
1,"kiosk_dense_ambiguous_task",0,0,1.014e+09,0.17562,0.82053,0,0.01667,1,1,0.19221,0.82455,1,0.17207,0.81847,2,,0,"synthetic_kiosk_p014",0.33278,0.48746,25.26142,1.29498,1,0.74918,0.4769,27.27992,1.32114,1,0,0,10,3.70819,1,3.69125,1,0.6615,1,852218.28444,1.17341,1.17096,-0.00121,1,85.4159,1,1497.46855,0.70245,1001,0,0,1,1,14,1,1,0,0,"progress_indicator",0,0,0,"synthetic_kiosk_p014",1,"dense","ambiguous","public_service_kiosk_usability"
1,"kiosk_dense_ambiguous_task",1,0.01667,1014166666.66667,0.48538,0.4284,0.01667,0.03333,2,1,0.48168,0.43828,1,0.48495,0.42968,3,,0,"synthetic_kiosk_p014",0.33144,0.48853,25.3281,1.26959,1,0.75791,0.47813,27.40457,1.33152,1,0,0,10,3.61432,1,3.73998,1,0.67,1,847115.2311,1.18048,1.17097,-0.00113,1,85.38051,1,1510.78428,0.70274,1001,0,0,1,1,14,1,1,0,0,"task_form",0.49972,-0.9022,0,"synthetic_kiosk_p014",1,"dense","ambiguous","public_service_kiosk_usability"
1,"kiosk_dense_ambiguous_task",2,0.03333,1014333333.33333,0.5547,0.54108,0.01667,0.03333,2,1,0.56192,0.54219,1,0.5801,0.54049,0,,0,"synthetic_kiosk_p014",0.33293,0.49818,25.35885,1.30833,1,0.7492,0.47547,27.69184,1.30295,1,0,0,10,3.73078,1,3.69827,1,0.67376,1,846947.24144,1.18071,1.17098,-0.00264,1,83.20071,1,1516.4895,0.72115,1001,0,0,1,1,14,1,1,0,0,"task_form",0.13229,1.01928,1,"synthetic_kiosk_p014",1,"dense","ambiguous","public_service_kiosk_usability"
1,"kiosk_dense_ambiguous_task",3,0.05,1014500000,0.22056,0.18389,0.05,0.03333,3,1,0.23209,0.17128,1,0.23736,0.17856,4,,0,"synthetic_kiosk_p014",0.33094,0.49657,25.38048,1.26011,1,0.75076,0.47528,27.52027,1.27567,1,0,0,10,3.71096,1,3.71457,1,0.64074,1,851676.19951,1.17416,1.171,5e-04,1,83.98096,1,1473.67558,0.71445,1001,0,0,1,1,14,1,1,0,0,"instruction_panel",0.48912,-2.32287,1,"synthetic_kiosk_p014",1,"dense","ambiguous","public_service_kiosk_usability"
1,"kiosk_dense_ambiguous_task",4,0.06667,1014666666.66667,0.26884,0.16057,0.05,0.03333,3,1,0.26718,0.15661,1,0.24329,0.14637,1,,0,"synthetic_kiosk_p014",0.33279,0.49892,25.49993,1.33433,1,0.75315,0.4793,27.60358,1.29874,1,0,0,10,3.75756,1,3.78392,1,0.65506,1,855701.26455,1.16863,1.17101,-0.00199,1,83.84552,1,1582.25035,0.7156,1001,0,0,1,1,14,1,1,0,0,"instruction_panel",0.05361,-0.44998,2,"synthetic_kiosk_p014",1,"dense","ambiguous","public_service_kiosk_usability"
1,"kiosk_dense_ambiguous_task",5,0.08333,1014833333.33333,0.17493,0.81501,0.08333,0.01667,4,1,0.14973,0.80531,1,0.17664,0.80493,1,,0,"synthetic_kiosk_p014",0.33412,0.4958,25.36388,1.28155,1,0.7503,0.47252,27.68578,1.30174,1,0,0,10,3.70922,1,3.76592,1,0.67531,1,858039.44946,1.16545,1.17102,0.00402,1,84.40246,1,1641.92392,0.71088,1001,0,0,1,1,14,1,1,0,0,"progress_indicator",0.66114,1.71331,2,"synthetic_kiosk_p014",1,"dense","ambiguous","public_service_kiosk_usability"
1,"kiosk_dense_ambiguous_task",6,0.1,1.015e+09,0.22689,0.15711,0.1,0.05,5,1,0.22035,0.1549,1,0.22154,0.1451,1,,0,"synthetic_kiosk_p014",0.33297,0.4811,25.42988,1.30193,1,0.74608,0.48301,27.35373,1.27868,1,0,0,10,3.8081,1,3.75223,1,0.63666,1,854810.04999,1.16985,1.17103,-0.00571,1,83.58192,1,1758.7595,0.71786,1001,0,0,1,1,14,1,1,0,0,"instruction_panel",0.65995,-1.49199,3,"synthetic_kiosk_p014",1,"dense","ambiguous","public_service_kiosk_usability"
1,"kiosk_dense_ambiguous_task",7,0.11667,1015166666.66667,0.28166,0.1474,0.1,0.05,5,1,0.31558,0.14373,1,0.26746,0.14956,1,,0,"synthetic_kiosk_p014",0.33405,0.48979,25.30998,1.32182,1,0.75063,0.47623,27.23755,1.28001,1,0,0,10,3.72423,1,3.67668,1,0.63589,1,857325.05999,1.16642,1.17104,0.00495,1,83.64939,1,2161.132,0.71728,1001,0,0,1,1,14,1,1,0,0,"instruction_panel",0.05563,-0.17552,3,"synthetic_kiosk_p014",1,"dense","ambiguous","public_service_kiosk_usability"
1,"kiosk_dense_ambiguous_task",8,0.13333,1015333333.33333,0.23608,0.17739,0.1,0.05,5,1,0.21722,0.19547,1,0.26558,0.19652,4,,0,"synthetic_kiosk_p014",0.32792,0.48981,25.11584,1.26318,1,0.74861,0.48293,27.35339,1.24189,1,0,0,10,3.69864,1,3.67771,1,0.64073,1,861013.94567,1.16142,1.17105,-0.00162,1,83.56252,1,2423.28679,0.71803,1001,0,0,1,1,14,1,1,0,0,"instruction_panel",0.05457,2.55961,4,"synthetic_kiosk_p014",1,"dense","ambiguous","public_service_kiosk_usability"
1,"kiosk_dense_ambiguous_task",9,0.15,1015500000,0.1509,0.83571,0.15,0.01667,6,1,0.16476,0.84294,1,0.17118,0.83733,4,,0,"synthetic_kiosk_p014",0.33401,0.49343,25.55448,1.31854,1,0.75186,0.47918,27.47566,1.31911,1,0,0,10,3.7177,1,3.6669,1,0.65765,1,845406.20262,1.18286,1.17107,0.00175,1,83.35328,1,2593.69557,0.71983,1001,0,0,1,1,14,1,1,0,0,"progress_indicator",0.66381,1.69947,4,"synthetic_kiosk_p014",1,"dense","ambiguous","public_service_kiosk_usability"
