"MEDIA_ID","MEDIA_NAME","CNT","TIME","TIME_TICK","FPOGX","FPOGY","FPOGS","FPOGD","FPOGID","FPOGV","BPOGX","BPOGY","BPOGV","CX","CY","CS","KB","KBS","USER","LPCX","LPCY","LPD","LPS","LPV","RPCX","RPCY","RPD","RPS","RPV","BKID","BKDUR","BKPMIN","LPMM","LPMMV","RPMM","RPMMV","DIAL","DIALV","GSR","GSR_US","GSR_US_TONIC","GSR_US_PHASIC","GSRV","HR","HRV","HRP","IBI","TTL0","TTL1","TTL2","TTL3","TTL4","TTL5","TTL6","TTLV","PIXS","PIXV","AOI","SACCADE_MAG","SACCADE_DIR","VID_FRAME","participant_id","task_order","interface_complexity","feedback_clarity","synthetic_scenario"
1,"kiosk_simple_clear_task",0,0,1.024e+09,0.4444,0.46786,0,0.01667,1,1,0.44668,0.46577,1,0.43677,0.48296,0,,0,"synthetic_kiosk_p024",0.33428,0.4931,25.33528,1.31245,1,0.7516,0.47552,27.34098,1.3134,1,0,0,10,3.69311,1,3.70813,1,0.38316,1,1038158.40178,0.96324,0.95509,0.00218,1,77.57693,1,1548.49185,0.77343,1001,0,0,0,1,24,1,1,0,0,"task_form",0,0,0,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",1,0.01667,1024166666.66667,0.23083,0.15821,0.01667,0.01667,2,1,0.26593,0.16417,1,0.23403,0.16375,4,,0,"synthetic_kiosk_p024",0.32824,0.49245,25.33078,1.27231,1,0.75386,0.47884,27.37395,1.34928,1,0,0,10,3.65808,1,3.70758,1,0.35766,1,1048336.42099,0.95389,0.9551,-0.00017,1,77.54214,1,1556.38304,0.77377,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.37616,-2.17459,0,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",2,0.03333,1024333333.33333,0.1778,0.81523,0.03333,0.01667,3,1,0.1798,0.8105,1,0.1884,0.8189,4,,0,"synthetic_kiosk_p024",0.3356,0.4861,25.35519,1.32916,1,0.74891,0.4865,27.46451,1.36831,1,0,0,10,3.70057,1,3.7049,1,0.40433,1,1062409.64473,0.94126,0.95511,-0.00354,1,75.3124,1,1483.17863,0.79668,1001,0,0,0,1,24,1,1,0,0,"progress_indicator",0.65915,1.65134,1,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",3,0.05,1024500000,0.25143,0.1708,0.05,0.01667,4,1,0.24961,0.16558,1,0.26253,0.17607,4,,0,"synthetic_kiosk_p024",0.32788,0.49023,25.41214,1.28973,1,0.75748,0.48813,27.37903,1.2611,1,0,0,10,3.70229,1,3.75881,1,0.3895,1,1045159.38042,0.95679,0.95512,-0.00158,1,74.7274,1,1425.56032,0.80292,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.64862,-1.45703,1,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",4,0.06667,1024666666.66667,0.15579,0.81312,0.06667,0.03333,5,1,0.16085,0.82122,1,0.15894,0.81451,3,,0,"synthetic_kiosk_p024",0.33241,0.49837,25.3769,1.2924,1,0.74512,0.47641,27.34924,1.30923,1,0,0,10,3.75415,1,3.68763,1,0.31588,1,1058663.62201,0.94459,0.95513,0.00179,1,75.45543,1,1514.71333,0.79517,1001,0,0,0,1,24,1,1,0,0,"progress_indicator",0.6494,1.71861,2,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",5,0.08333,1024833333.33333,0.19722,0.86633,0.06667,0.03333,5,1,0.19577,0.85148,1,0.20255,0.87728,3,,0,"synthetic_kiosk_p024",0.32586,0.49387,25.47399,1.27884,1,0.75048,0.47173,27.01525,1.29282,1,0,0,10,3.66413,1,3.65877,1,0.36817,1,1045856.48902,0.95615,0.95514,0.00089,1,76.64725,1,1600.40995,0.78281,1001,0,0,0,1,24,1,1,0,0,"progress_indicator",0.06744,0.90928,2,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",6,0.1,1.025e+09,0.26437,0.13384,0.1,0.01667,6,1,0.25768,0.15776,1,0.26403,0.13288,3,,0,"synthetic_kiosk_p024",0.32539,0.49096,25.72822,1.35893,1,0.74938,0.47644,27.59339,1.24554,1,0,0,10,3.69178,1,3.71946,1,0.37475,1,1041584.7525,0.96008,0.95516,-0.00483,1,75.20066,1,1708.75248,0.79787,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.73556,-1.47938,3,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",7,0.11667,1025166666.66667,0.22825,0.79113,0.11667,0.01667,7,1,0.2241,0.75431,1,0.20536,0.81042,1,,0,"synthetic_kiosk_p024",0.32446,0.48504,25.49144,1.32725,1,0.75517,0.48579,27.31142,1.28171,1,0,0,10,3.65352,1,3.66624,1,0.35339,1,1063390.35518,0.94039,0.95517,0.00075,1,76.00439,1,1911.47629,0.78943,1001,0,0,0,1,24,1,1,0,0,"progress_indicator",0.65828,1.6257,3,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",8,0.13333,1025333333.33333,0.24447,0.17579,0.13333,0.03333,8,1,0.23755,0.14895,1,0.23539,0.16504,0,,0,"synthetic_kiosk_p024",0.32925,0.49285,25.34448,1.30266,1,0.74465,0.47284,27.47177,1.31004,1,0,0,10,3.68559,1,3.68159,1,0.33601,1,1048737.31622,0.95353,0.95518,-0.00285,1,76.83888,1,2132.10986,0.78085,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.61555,-1.54444,4,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",9,0.15,1025500000,0.29734,0.13613,0.13333,0.03333,8,1,0.29408,0.12301,1,0.29309,0.13975,4,,0,"synthetic_kiosk_p024",0.32937,0.49007,25.49842,1.2679,1,0.75201,0.48122,27.69325,1.29586,1,0,0,10,3.69475,1,3.77763,1,0.31501,1,1045293.73935,0.95667,0.95519,-0.00565,1,77.20151,1,2379.722,0.77719,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.0661,-0.6435,4,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",10,0.16667,1025666666.66667,0.44731,0.49208,0.16667,0.01667,9,1,0.45581,0.48859,1,0.46134,0.48547,1,,0,"synthetic_kiosk_p024",0.32669,0.48461,25.61774,1.3081,1,0.74495,0.48409,27.55039,1.31914,1,0,0,10,3.73726,1,3.7003,1,0.36238,1,1040350.5833,0.96121,0.9552,0.00442,1,76.14392,1,2638.39675,0.78798,1001,0,0,0,1,24,1,1,0,0,"task_form",0.38625,1.17204,5,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",11,0.18333,1025833333.33333,0.26057,0.13555,0.18333,0.01667,10,1,0.26985,0.13009,1,0.26241,0.13723,3,,0,"synthetic_kiosk_p024",0.33214,0.4893,25.73443,1.30997,1,0.75497,0.48133,27.47017,1.27864,1,0,0,10,3.79295,1,3.72935,1,0.34698,1,1035082.2715,0.96611,0.95521,0.0058,1,76.49654,1,2586.17034,0.78435,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.40247,-2.05329,5,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",12,0.2,1.026e+09,0.49571,0.48541,0.2,0.01667,11,1,0.50239,0.52871,1,0.51101,0.48022,3,,0,"synthetic_kiosk_p024",0.3276,0.50096,25.30321,1.29082,1,0.74967,0.47757,27.56616,1.20908,1,0,0,10,3.69987,1,3.71518,1,0.31861,1,1048541.51243,0.95371,0.95523,-0.00497,1,77.52491,1,2476.09982,0.77394,1001,0,0,0,1,24,1,1,0,0,"task_form",0.42154,0.97904,6,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",13,0.21667,1026166666.66667,0.25526,0.19896,0.21667,0.1,12,1,0.25844,0.20443,1,0.24665,0.19076,4,,0,"synthetic_kiosk_p024",0.3274,0.49506,25.55089,1.29546,1,0.7478,0.48308,27.64399,1.32735,1,0,0,10,3.70037,1,3.73971,1,0.33699,1,1048879.92864,0.9534,0.95524,-0.0015,1,76.90244,1,2283.36363,0.78021,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.374,-2.26911,6,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",14,0.23333,1026333333.33333,0.26225,0.18959,0.21667,0.1,12,1,0.26164,0.21193,1,0.26488,0.18259,0,,0,"synthetic_kiosk_p024",0.33194,0.49582,25.28129,1.29627,1,0.75028,0.48169,27.63477,1.25185,1,0,0,10,3.68133,1,3.7106,1,0.3187,1,1054980.24286,0.94789,0.95525,-1e-04,1,75.74435,1,2039.54133,0.79214,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.01169,-0.92953,7,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",15,0.25,1026500000,0.25486,0.19264,0.21667,0.1,12,1,0.26235,0.18471,1,0.24977,0.19677,2,,0,"synthetic_kiosk_p024",0.32703,0.49037,25.42533,1.30214,1,0.75266,0.48716,27.42197,1.34577,1,0,0,10,3.68777,1,3.6546,1,0.35967,1,1048973.76785,0.95331,0.95526,0.00189,1,75.25983,1,1843.79005,0.79724,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.008,2.74929,7,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",16,0.26667,1026666666.66667,0.24901,0.2304,0.21667,0.1,12,1,0.24198,0.24135,1,0.25067,0.22315,4,,0,"synthetic_kiosk_p024",0.32986,0.49,25.46923,1.29327,1,0.75145,0.48005,27.25787,1.29248,1,0,0,10,3.73435,1,3.66595,1,0.34607,1,1048744.02127,0.95352,0.95527,-0.00113,1,76.23989,1,1672.87192,0.78699,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.03821,1.72457,8,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",17,0.28333,1026833333.33333,0.23132,0.20119,0.21667,0.1,12,1,0.23584,0.15493,1,0.22873,0.21594,2,,0,"synthetic_kiosk_p024",0.32702,0.49316,25.39463,1.31453,1,0.75273,0.47307,27.48093,1.29999,1,0,0,10,3.73148,1,3.70761,1,0.38068,1,1058497.8934,0.94473,0.95528,0.00078,1,76.36,1,1525.44095,0.78575,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.03415,-2.11507,8,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",18,0.3,1.027e+09,0.2377,0.1855,0.21667,0.1,12,1,0.26142,0.17445,1,0.24081,0.20766,3,,0,"synthetic_kiosk_p024",0.33004,0.48478,25.6011,1.29093,1,0.74501,0.48152,27.40515,1.29029,1,0,0,10,3.67619,1,3.70335,1,0.39214,1,1035536.15046,0.96568,0.9553,9e-04,1,75.5838,1,1569.89498,0.79382,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.01694,-1.18484,9,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",19,0.31667,1027166666.66667,0.13741,0.81991,0.31667,0.01667,13,1,0.11955,0.82485,1,0.14861,0.81392,4,,0,"synthetic_kiosk_p024",0.32731,0.48692,25.19201,1.29866,1,0.75203,0.47702,27.39767,1.32154,1,0,0,10,3.6651,1,3.6731,1,0.32422,1,1050085.64814,0.9523,0.95531,0.00371,1,76.4495,1,1537.50449,0.78483,1001,0,0,0,1,24,1,1,0,0,"progress_indicator",0.64229,1.72757,9,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",20,0.33333,1027333333.33333,0.26091,0.11107,0.33333,0.05,14,1,0.24684,0.12518,1,0.24352,0.10416,1,,0,"synthetic_kiosk_p024",0.33981,0.48731,25.16718,1.32756,1,0.752,0.47803,27.56832,1.29328,1,0,0,10,3.6406,1,3.77962,1,0.40242,1,1032915.1011,0.96813,0.95532,5e-05,1,76.63207,1,1642.57804,0.78296,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.71951,-1.39831,10,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",21,0.35,1027500000,0.29442,0.16123,0.33333,0.05,14,1,0.29603,0.14853,1,0.29075,0.16601,4,,0,"synthetic_kiosk_p024",0.32637,0.49109,25.25595,1.30284,1,0.75243,0.48133,27.44229,1.29177,1,0,0,10,3.67266,1,3.71942,1,0.36312,1,1053662.61019,0.94907,0.95533,6e-04,1,76.71894,1,1660.6218,0.78208,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.06032,0.98184,10,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",22,0.36667,1027666666.66667,0.24723,0.19829,0.33333,0.05,14,1,0.25574,0.24849,1,0.23755,0.19767,1,,0,"synthetic_kiosk_p024",0.33245,0.4859,25.61078,1.32854,1,0.74686,0.47848,27.32657,1.30569,1,0,0,10,3.749,1,3.73943,1,0.36448,1,1048641.03136,0.95362,0.95534,-0.00438,1,77.29482,1,1574.91685,0.77625,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.06,2.47579,11,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",23,0.38333,1027833333.33333,0.17549,0.83586,0.38333,0.01667,15,1,0.17698,0.86061,1,0.15897,0.8264,3,,0,"synthetic_kiosk_p024",0.3341,0.48436,25.3659,1.25231,1,0.75164,0.48021,27.45573,1.33678,1,0,0,10,3.67832,1,3.70446,1,0.35958,1,1051745.651,0.9508,0.95535,3e-05,1,76.5118,1,1548.04542,0.78419,1001,0,0,0,1,24,1,1,0,0,"progress_indicator",0.6416,1.68285,11,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",24,0.4,1.028e+09,0.296,0.20057,0.4,0.05,16,1,0.2916,0.18486,1,0.30012,0.19777,0,,0,"synthetic_kiosk_p024",0.34358,0.49455,25.72653,1.27271,1,0.75292,0.47414,27.35255,1.33797,1,0,0,10,3.72101,1,3.64547,1,0.3479,1,1053038.53102,0.94963,0.95537,-0.00261,1,76.5835,1,1518.67961,0.78346,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.64662,-1.38333,12,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",25,0.41667,1028166666.66667,0.20307,0.16883,0.4,0.05,16,1,0.20408,0.16737,1,0.19004,0.18652,3,,0,"synthetic_kiosk_p024",0.33479,0.49791,25.58592,1.28222,1,0.74575,0.48074,27.04582,1.2776,1,0,0,10,3.74522,1,3.69666,1,0.3473,1,1046881.83082,0.95522,0.95538,-0.00195,1,76.06354,1,1587.87071,0.78881,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.0982,-2.81239,12,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",26,0.43333,1028333333.33333,0.23554,0.14671,0.4,0.05,16,1,0.26056,0.14186,1,0.22946,0.15593,2,,0,"synthetic_kiosk_p024",0.331,0.48733,25.48796,1.33821,1,0.74757,0.48113,27.39354,1.31144,1,0,0,10,3.69104,1,3.67927,1,0.32113,1,1046270.83622,0.95578,0.95539,-0.0036,1,79.16826,1,1604.24901,0.75788,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.03929,-0.59783,13,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",27,0.45,1028500000,0.15829,0.80974,0.45,0.01667,17,1,0.13455,0.82878,1,0.15204,0.82492,3,,0,"synthetic_kiosk_p024",0.32814,0.48433,25.35068,1.26071,1,0.75186,0.48086,26.98728,1.29638,1,0,0,10,3.69905,1,3.60039,1,0.40202,1,1036812.35527,0.96449,0.9554,-0.0024,1,75.51718,1,1553.9335,0.79452,1001,0,0,0,1,24,1,1,0,0,"progress_indicator",0.66751,1.68679,13,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",28,0.46667,1028666666.66667,0.22911,0.16622,0.46667,0.03333,18,1,0.21501,0.13995,1,0.23849,0.18337,2,,0,"synthetic_kiosk_p024",0.33199,0.48856,25.51405,1.27724,1,0.75143,0.48395,27.37352,1.25401,1,0,0,10,3.69505,1,3.75572,1,0.31938,1,1062058.13527,0.94157,0.95541,-0.00064,1,76.72506,1,1652.50373,0.78201,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.6474,-1.46118,14,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",29,0.48333,1028833333.33333,0.22659,0.183,0.46667,0.03333,18,1,0.20115,0.1844,1,0.23055,0.18202,0,,0,"synthetic_kiosk_p024",0.33137,0.49244,25.36344,1.34245,1,0.7483,0.47696,27.12945,1.29935,1,0,0,10,3.67569,1,3.64096,1,0.36407,1,1049034.80072,0.95326,0.95542,-0.00299,1,75.70606,1,1664.05689,0.79254,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.01696,1.72025,14,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",30,0.5,1.029e+09,0.49114,0.42385,0.5,0.01667,19,1,0.47992,0.44634,1,0.50908,0.41766,1,,0,"synthetic_kiosk_p024",0.31975,0.49032,25.14233,1.28776,1,0.74911,0.48233,27.3989,1.32401,1,0,0,10,3.73107,1,3.70083,1,0.33773,1,1068646.90787,0.93576,0.95544,0.00125,1,76.07152,1,1901.59245,0.78873,1001,0,0,0,1,24,1,1,0,0,"task_form",0.35776,0.73854,15,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
1,"kiosk_simple_clear_task",31,0.51667,1029166666.66667,0.26264,0.17775,0.51667,0.3,20,1,0.25324,0.15858,1,0.24356,0.17965,0,,0,"synthetic_kiosk_p024",0.33232,0.48905,25.6495,1.34373,1,0.75085,0.47589,27.56885,1.32376,1,0,0,10,3.73585,1,3.75441,1,0.35023,1,1039734.13619,0.96178,0.95545,0.00331,1,74.8539,1,2078.74745,0.80156,1001,0,0,0,1,24,1,1,0,0,"instruction_panel",0.33582,-2.31912,15,"synthetic_kiosk_p024",1,"simple","clear","public_service_kiosk_usability"
