"MEDIA_ID","MEDIA_NAME","CNT","TIME","TIME_TICK","FPOGX","FPOGY","FPOGS","FPOGD","FPOGID","FPOGV","BPOGX","BPOGY","BPOGV","CX","CY","CS","KB","KBS","USER","LPCX","LPCY","LPD","LPS","LPV","RPCX","RPCY","RPD","RPS","RPV","BKID","BKDUR","BKPMIN","LPMM","LPMMV","RPMM","RPMMV","DIAL","DIALV","GSR","GSR_US","GSR_US_TONIC","GSR_US_PHASIC","GSRV","HR","HRV","HRP","IBI","TTL0","TTL1","TTL2","TTL3","TTL4","TTL5","TTL6","TTLV","PIXS","PIXV","AOI","SACCADE_MAG","SACCADE_DIR","VID_FRAME","participant_id","task_order","interface_complexity","feedback_clarity","synthetic_scenario"
1,"kiosk_simple_ambiguous_task",0,0,1.016e+09,0.2962,0.20534,0,0.05,1,1,0.30246,0.20681,1,0.28809,0.2059,1,,0,"synthetic_kiosk_p016",0.33079,0.49324,25.53658,1.28574,1,0.74669,0.48658,27.41965,1.32855,1,0,0,10,3.86821,1,3.85191,1,0.57083,1,1154864.32181,0.8659,0.8769,-0.00308,1,80.47248,1,1481.0034,0.7456,1001,0,0,0,1,16,1,1,0,0,"instruction_panel",0,0,0,"synthetic_kiosk_p016",1,"simple","ambiguous","public_service_kiosk_usability"
1,"kiosk_simple_ambiguous_task",1,0.01667,1016166666.66667,0.23585,0.1567,0,0.05,1,1,0.23237,0.1623,1,0.24227,0.16586,4,,0,"synthetic_kiosk_p016",0.32879,0.4908,25.38743,1.3371,1,0.74788,0.48091,27.75196,1.28888,1,0,0,10,3.75599,1,3.76859,1,0.52195,1,1137008.7884,0.8795,0.87691,-0.00635,1,82.1636,1,1581.28829,0.73025,1001,0,0,0,1,16,1,1,0,0,"instruction_panel",0.07751,-2.46332,0,"synthetic_kiosk_p016",1,"simple","ambiguous","public_service_kiosk_usability"
1,"kiosk_simple_ambiguous_task",2,0.03333,1016333333.33333,0.24389,0.19092,0,0.05,1,1,0.23434,0.17473,1,0.23157,0.18244,4,,0,"synthetic_kiosk_p016",0.32188,0.4946,25.52473,1.33161,1,0.74587,0.48006,27.78934,1.31738,1,0,0,10,3.83649,1,3.82055,1,0.52185,1,1147433.98809,0.87151,0.87693,0.0024,1,81.30518,1,1514.46003,0.73796,1001,0,0,0,1,16,1,1,0,0,"instruction_panel",0.03515,1.33993,1,"synthetic_kiosk_p016",1,"simple","ambiguous","public_service_kiosk_usability"
1,"kiosk_simple_ambiguous_task",3,0.05,1016500000,0.15778,0.81203,0.05,0.01667,2,1,0.15946,0.82808,1,0.16805,0.80563,2,,0,"synthetic_kiosk_p016",0.33405,0.49479,25.73888,1.31119,1,0.75105,0.48247,27.81707,1.268,1,0,0,10,3.76293,1,3.78766,1,0.509,1,1125039.45106,0.88886,0.87694,0.00147,1,79.99651,1,1556.28587,0.75003,1001,0,0,0,1,16,1,1,0,0,"progress_indicator",0.62705,1.70856,1,"synthetic_kiosk_p016",1,"simple","ambiguous","public_service_kiosk_usability"
1,"kiosk_simple_ambiguous_task",4,0.06667,1016666666.66667,0.53774,0.48421,0.06667,0.01667,3,1,0.53501,0.48737,1,0.54784,0.49732,0,,0,"synthetic_kiosk_p016",0.32461,0.494,25.57719,1.32498,1,0.75015,0.48126,27.56762,1.29355,1,0,0,10,3.76508,1,3.78305,1,0.51383,1,1107814.07802,0.90268,0.87695,0.00205,1,80.11502,1,1530.36088,0.74892,1001,0,0,0,1,16,1,1,0,0,"task_form",0.50183,-0.71187,2,"synthetic_kiosk_p016",1,"simple","ambiguous","public_service_kiosk_usability"
1,"kiosk_simple_ambiguous_task",5,0.08333,1016833333.33333,0,0,0.08333,0.06667,4,0,0,0.00713,0,0.00734,0.00902,2,,0,"synthetic_kiosk_p016",0.32938,0.48846,17.89418,1.32058,0,0.75374,0.4826,20.03976,1.30301,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,1,16,1,0,0,0,"instruction_panel",0.39868,-2.26983,2,"synthetic_kiosk_p016",1,"simple","ambiguous","public_service_kiosk_usability"
1,"kiosk_simple_ambiguous_task",6,0.1,1.017e+09,0.249,0.19915,0.08333,0.06667,4,1,0.2454,0.22698,1,0.26314,0.19646,2,,0,"synthetic_kiosk_p016",0.32762,0.49724,25.67722,1.25373,1,0.75514,0.47434,27.70508,1.28778,1,0,0,10,3.8362,1,3.78053,1,0.56285,1,1138946.00022,0.878,0.87697,0.003,1,80.51653,1,1768.20279,0.74519,1001,0,0,0,1,16,1,1,0,0,"instruction_panel",0.03796,2.5835,3,"synthetic_kiosk_p016",1,"simple","ambiguous","public_service_kiosk_usability"
1,"kiosk_simple_ambiguous_task",7,0.11667,1017166666.66667,0.22583,0.13934,0.08333,0.06667,4,1,0.22455,0.13074,1,0.24267,0.13922,0,,0,"synthetic_kiosk_p016",0.329,0.49315,25.58381,1.34015,1,0.7521,0.48583,27.5381,1.25093,1,0,0,10,3.81277,1,3.83425,1,0.50419,1,1121073.65086,0.892,0.87698,0.00011,1,79.98901,1,1994.30503,0.7501,1001,0,0,0,1,16,1,1,0,0,"instruction_panel",0.06413,-1.9404,3,"synthetic_kiosk_p016",1,"simple","ambiguous","public_service_kiosk_usability"
1,"kiosk_simple_ambiguous_task",8,0.13333,1017333333.33333,0.24731,0.13673,0.08333,0.06667,4,1,0.24612,0.13991,1,0.24759,0.13419,3,,0,"synthetic_kiosk_p016",0.33034,0.48652,25.59203,1.23214,1,0.75288,0.47696,27.55093,1.30875,1,0,0,10,3.84207,1,3.78046,1,0.53342,1,1145627.81444,0.87288,0.877,0.0021,1,79.53993,1,2302.56293,0.75434,1001,0,0,0,1,16,1,1,0,0,"instruction_panel",0.02164,-0.12099,4,"synthetic_kiosk_p016",1,"simple","ambiguous","public_service_kiosk_usability"
1,"kiosk_simple_ambiguous_task",9,0.15,1017500000,0.54793,0.47917,0.15,0.01667,5,1,0.56167,0.46342,1,0.53756,0.48377,2,,0,"synthetic_kiosk_p016",0.3335,0.48905,25.67319,1.36972,1,0.75477,0.47534,27.55136,1.26364,1,0,0,10,3.82711,1,3.77696,1,0.49792,1,1130421.9229,0.88463,0.87701,-6e-05,1,81.32743,1,2457.34376,0.73776,1001,0,0,0,1,16,1,1,0,0,"task_form",0.45568,0.85033,4,"synthetic_kiosk_p016",1,"simple","ambiguous","public_service_kiosk_usability"
1,"kiosk_simple_ambiguous_task",10,0.16667,1017666666.66667,0.2425,0.19645,0.16667,0.03333,6,1,0.24804,0.18776,1,0.2387,0.18618,1,,0,"synthetic_kiosk_p016",0.33908,0.48845,25.74367,1.32346,1,0.74504,0.47369,27.12751,1.28549,1,0,0,10,3.74188,1,3.73615,1,0.55226,1,1144353.1603,0.87386,0.87702,0.00283,1,79.57256,1,2626.71968,0.75403,1001,0,0,0,1,16,1,1,0,0,"instruction_panel",0.4162,-2.39479,5,"synthetic_kiosk_p016",1,"simple","ambiguous","public_service_kiosk_usability"
